elapsed_time,adjusted_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z
3.314,0.00040631060947730023,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.315,-0.0014056296578775999,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.359,-0.0014056296578775999,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.36,-0.0008710148104054995,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.404,-0.0008710148104054995,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.405,0.0001552111876372015,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.449,0.0001552111876372015,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.45,-0.0001393641458597994,0.06103499999999995,0,1,3657.0,3541.0,1317.0
3.48,-0.0001393641458597994,0.06103499999999995,0,1,3657.0,3541.0,1317.0
3.494,-0.0003259421809206995,0.06103499999999995,0,1,3657.0,3541.0,1317.0
3.495,-0.0003259421809206995,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.54,-0.0003259421809206995,0.06103499999999995,0,0,3654.0,3577.0,1263.0
3.546,-0.0006865292451874987,0.06103499999999995,0,0,3654.0,3577.0,1263.0
3.584,-0.0004539540487853988,0.06103499999999995,1,0,3654.0,3577.0,1263.0
3.585,-0.0004539540487853988,0.06103499999999995,0,0,3654.0,3577.0,1263.0
3.629,0.0009079980156814996,0.06103499999999995,0,0,3654.0,3577.0,1263.0
3.63,0.0009079980156814996,0.06103499999999995,0,0,3654.0,3577.0,1263.0
3.666,0.0009079980156814996,0.06103499999999995,0,1,3643.0,3604.0,1206.0
3.674,0.001015839741400201,3.7231440000000005,1,1,3643.0,3604.0,1206.0
3.675,0.001015839741400201,3.7231440000000005,0,1,3643.0,3604.0,1206.0
3.72,0.1558686886142627,153.564454,1,1,3643.0,3604.0,1206.0
3.721,0.1558686886142627,153.564454,0,1,3643.0,3604.0,1206.0
3.764,-0.0655540196595844,153.564454,0,1,3643.0,3604.0,1206.0
3.765,-0.0655540196595844,153.564454,0,1,3643.0,3604.0,1206.0
3.777,-0.0655540196595844,153.564454,0,1,3656.0,3613.0,1231.0
3.809,-0.0092310096822316,153.564454,0,1,3656.0,3613.0,1231.0
3.81,0.0026516268865771023,153.564454,0,1,3656.0,3613.0,1231.0
3.844,0.0026516268865771023,153.564454,0,1,3710.0,3609.0,1297.0
3.854,0.0026516268865771023,153.564454,0,1,3710.0,3609.0,1297.0
3.855,0.004303176438822201,153.564454,0,1,3710.0,3609.0,1297.0
3.899,0.004303176438822201,153.564454,0,0,3710.0,3609.0,1297.0
3.9,0.022020799505136503,153.564454,0,0,3710.0,3609.0,1297.0
3.944,0.022020799505136503,153.564454,0,1,3710.0,3609.0,1297.0
3.945,0.022020799505136503,153.564454,0,1,3710.0,3609.0,1297.0
3.946,0.0820915187149676,153.564454,0,1,3710.0,3609.0,1297.0
3.964,0.0820915187149676,153.564454,0,1,3700.0,3618.0,1260.0
3.99,0.5713025936769106,153.564454,0,1,3700.0,3618.0,1260.0
4.034,0.5713025936769106,153.564454,0,1,3700.0,3618.0,1260.0
4.035,0.5840819656545583,153.564454,0,1,3700.0,3618.0,1260.0
4.078,0.5840819656545583,153.564454,0,1,3698.0,3603.0,1251.0
4.079,0.5840819656545583,153.564454,0,1,3698.0,3603.0,1251.0
4.08,0.6844442944412067,153.564454,0,1,3698.0,3603.0,1251.0
4.124,0.6844442944412067,153.564454,0,1,3698.0,3603.0,1251.0
4.125,0.1778419249952601,153.564454,0,1,3698.0,3603.0,1251.0
4.147,0.1778419249952601,153.564454,0,1,3710.0,3577.0,1284.0
